"C/A","UNIT","SCP","DATEn","TIMEn","DESCn","ENTRIESn","EXITSn"
"A002","R051","02-00-00","05-21-11","00:00:00","REGULAR",3169391,1097585
"A002","R051","02-00-00","05-21-11","04:00:00","REGULAR",3169415,1097588
"A002","R051","02-00-00","05-21-11","08:00:00","REGULAR",3169431,1097607
"A002","R051","02-00-00","05-21-11","12:00:00","REGULAR",3169506,1097686
"A002","R051","02-00-00","05-21-11","16:00:00","REGULAR",3169693,1097734
"A002","R051","02-00-00","05-21-11","20:00:00","REGULAR",3169998,1097769
"A002","R051","02-00-00","05-22-11","00:00:00","REGULAR",3170119,1097792
"A002","R051","02-00-00","05-22-11","04:00:00","REGULAR",3170146,1097801
"A002","R051","02-00-00","05-22-11","08:00:00","REGULAR",3170164,1097820
"A002","R051","02-00-00","05-22-11","12:00:00","REGULAR",3170240,1097867
"A002","R051","02-00-00","05-22-11","16:00:00","REGULAR",3170388,1097912
"A002","R051","02-00-00","05-22-11","20:00:00","REGULAR",3170611,1097941
"A002","R051","02-00-00","05-23-11","00:00:00","REGULAR",3170695,1097964
"A002","R051","02-00-00","05-23-11","04:00:00","REGULAR",3170701,1097964
"A002","R051","02-00-00","05-23-11","08:00:00","REGULAR",3170746,1098069
"A002","R051","02-00-00","05-23-11","12:00:00","REGULAR",3170897,1098378
"A002","R051","02-00-00","05-23-11","16:00:00","REGULAR",3171194,1098447
"A002","R051","02-00-00","05-23-11","20:00:00","REGULAR",3172059,1098511
"A002","R051","02-00-00","05-24-11","00:00:00","REGULAR",3172200,1098528
"A002","R051","02-00-00","05-24-11","04:00:00","REGULAR",3172214,1098529
"A002","R051","02-00-00","05-24-11","08:00:00","REGULAR",3172266,1098628
"A002","R051","02-00-00","05-24-11","12:00:00","REGULAR",3172407,1098952
"A002","R051","02-00-00","05-24-11","16:00:00","REGULAR",3172689,1099010
"A002","R051","02-00-00","05-24-11","20:00:00","REGULAR",3173590,1099055
"A002","R051","02-00-00","05-25-11","00:00:00","REGULAR",3173803,1099079
"A002","R051","02-00-00","05-25-11","04:00:00","REGULAR",3173826,1099081
"A002","R051","02-00-00","05-25-11","08:00:00","REGULAR",3173873,1099178
"A002","R051","02-00-00","05-25-11","12:00:00","REGULAR",3174022,1099496
"A002","R051","02-00-00","05-25-11","16:00:00","REGULAR",3174309,1099572
"A002","R051","02-00-00","05-25-11","20:00:00","REGULAR",3175172,1099651
"A002","R051","02-00-00","05-26-11","00:00:00","REGULAR",3175360,1099675
"A002","R051","02-00-00","05-26-11","04:00:00","REGULAR",3175373,1099675
"A002","R051","02-00-00","05-26-11","08:00:00","REGULAR",3175408,1099762
"A002","R051","02-00-00","05-26-11","12:00:00","REGULAR",3175561,1100046
"A002","R051","02-00-00","05-26-11","16:00:00","REGULAR",3175876,1100107
"A002","R051","02-00-00","05-26-11","20:00:00","REGULAR",3176802,1100159
"A002","R051","02-00-00","05-27-11","00:00:00","REGULAR",3176993,1100183
"A002","R051","02-00-00","05-27-11","04:00:00","REGULAR",3177012,1100187
"A002","R051","02-00-00","05-27-11","08:00:00","REGULAR",3177051,1100282
"A002","R051","02-00-00","05-27-11","12:00:00","REGULAR",3177199,1100598
"A002","R051","02-00-00","05-27-11","16:00:00","REGULAR",3177629,1100666
"A002","R051","02-00-00","05-27-11","20:00:00","REGULAR",3178345,1100716
"A002","R051","02-00-01","05-21-11","00:00:00","REGULAR",3116877,664463
"A002","R051","02-00-01","05-21-11","04:00:00","REGULAR",3116913,664469
"A002","R051","02-00-01","05-21-11","08:00:00","REGULAR",3116928,664480
"A002","R051","02-00-01","05-21-11","12:00:00","REGULAR",3116995,664530
"A002","R051","02-00-01","05-21-11","16:00:00","REGULAR",3117178,664567
"A002","R051","02-00-01","05-21-11","20:00:00","REGULAR",3117448,664604
"A002","R051","02-00-01","05-22-11","00:00:00","REGULAR",3117567,664621
"A002","R051","02-00-01","05-22-11","04:00:00","REGULAR",3117595,664630
"A002","R051","02-00-01","05-22-11","08:00:00","REGULAR",3117609,664636
"A002","R051","02-00-01","05-22-11","12:00:00","REGULAR",3117677,664673
"A002","R051","02-00-01","05-22-11","16:00:00","REGULAR",3117818,664710
"A002","R051","02-00-01","05-22-11","20:00:00","REGULAR",3118019,664732
"A002","R051","02-00-01","05-23-11","00:00:00","REGULAR",3118086,664742
"A002","R051","02-00-01","05-23-11","04:00:00","REGULAR",3118093,664744
"A002","R051","02-00-01","05-23-11","08:00:00","REGULAR",3118130,664783
"A002","R051","02-00-01","05-23-11","12:00:00","REGULAR",3118283,664925
"A002","R051","02-00-01","05-23-11","16:00:00","REGULAR",3118499,664971
"A002","R051","02-00-01","05-23-11","20:00:00","REGULAR",3119163,665021
"A002","R051","02-00-01","05-24-11","00:00:00","REGULAR",3119315,665039
"A002","R051","02-00-01","05-24-11","04:00:00","REGULAR",3119332,665040
"A002","R051","02-00-01","05-24-11","08:00:00","REGULAR",3119373,665095
"A002","R051","02-00-01","05-24-11","12:00:00","REGULAR",3119524,665240
"A002","R051","02-00-01","05-24-11","16:00:00","REGULAR",3119780,665285
"A002","R051","02-00-01","05-24-11","20:00:00","REGULAR",3120571,665334
"A002","R051","02-00-01","05-25-11","00:00:00","REGULAR",3120755,665351
"A002","R051","02-00-01","05-25-11","04:00:00","REGULAR",3120766,665353
"A002","R051","02-00-01","05-25-11","08:00:00","REGULAR",3120812,665396
"A002","R051","02-00-01","05-25-11","12:00:00","REGULAR",3120984,665566
"A002","R051","02-00-01","05-25-11","16:00:00","REGULAR",3121217,665605
"A002","R051","02-00-01","05-25-11","20:00:00","REGULAR",3121832,665661
"A002","R051","02-00-01","05-26-11","00:00:00","REGULAR",3122019,665673
"A002","R051","02-00-01","05-26-11","04:00:00","REGULAR",3122026,665674
"A002","R051","02-00-01","05-26-11","08:00:00","REGULAR",3122068,665719
"A002","R051","02-00-01","05-26-11","12:00:00","REGULAR",3122209,665876
"A002","R051","02-00-01","05-26-11","16:00:00","REGULAR",3122448,665932
"A002","R051","02-00-01","05-26-11","20:00:00","REGULAR",3123189,665981
"A002","R051","02-00-01","05-27-11","00:00:00","REGULAR",3123373,665998
"A002","R051","02-00-01","05-27-11","04:00:00","REGULAR",3123392,666002
"A002","R051","02-00-01","05-27-11","08:00:00","REGULAR",3123426,666039
"A002","R051","02-00-01","05-27-11","12:00:00","REGULAR",3123578,666183
"A002","R051","02-00-01","05-27-11","16:00:00","REGULAR",3123947,666236
"A002","R051","02-00-01","05-27-11","20:00:00","REGULAR",3124594,666289
"A002","R051","02-03-00","05-21-11","00:00:00","REGULAR",1296821,4622013
"A002","R051","02-03-00","05-21-11","04:00:00","REGULAR",1296833,4622040
"A002","R051","02-03-00","05-21-11","08:00:00","REGULAR",1296837,4622101
"A002","R051","02-03-00","05-21-11","12:00:00","REGULAR",1296863,4622406
"A002","R051","02-03-00","05-21-11","16:00:00","REGULAR",1296926,4622746
"A002","R051","02-03-00","05-21-11","20:00:00","REGULAR",1297041,4623145
"A002","R051","02-03-00","05-22-11","00:00:00","REGULAR",1297127,4623299
"A002","R051","02-03-00","05-22-11","04:00:00","REGULAR",1297142,4623329
"A002","R051","02-03-00","05-22-11","08:00:00","REGULAR",1297145,4623370
"A002","R051","02-03-00","05-22-11","12:00:00","REGULAR",1297173,4623572
"A002","R051","02-03-00","05-22-11","16:00:00","REGULAR",1297245,4623834
"A002","R051","02-03-00","05-22-11","20:00:00","REGULAR",1297324,4624131
"A002","R051","02-03-00","05-23-11","00:00:00","REGULAR",1297364,4624238
"A002","R051","02-03-00","05-23-11","04:00:00","REGULAR",1297371,4624242
"A002","R051","02-03-00","05-23-11","08:00:00","REGULAR",1297387,4624466
"A002","R051","02-03-00","05-23-11","12:00:00","REGULAR",1297447,4625278
"A002","R051","02-03-00","05-23-11","16:00:00","REGULAR",1297560,4625627
"A002","R051","02-03-00","05-23-11","20:00:00","REGULAR",1297813,4626186
"A002","R051","02-03-00","05-24-11","00:00:00","REGULAR",1297887,4626327
"A002","R051","02-03-00","05-24-11","04:00:00","REGULAR",1297891,4626333
"A002","R051","02-03-00","05-24-11","08:00:00","REGULAR",1297908,4626605
"A002","R051","02-03-00","05-24-11","12:00:00","REGULAR",1297969,4627418
"A002","R051","02-03-00","05-24-11","16:00:00","REGULAR",1298080,4627823
"A002","R051","02-03-00","05-24-11","20:00:00","REGULAR",1298370,4628336
"A002","R051","02-03-00","05-25-11","00:00:00","REGULAR",1298448,4628482
"A002","R051","02-03-00","05-25-11","04:00:00","REGULAR",1298453,4628493
"A002","R051","02-03-00","05-25-11","08:00:00","REGULAR",1298464,4628753
"A002","R051","02-03-00","05-25-11","12:00:00","REGULAR",1298516,4629543
"A002","R051","02-03-00","05-25-11","16:00:00","REGULAR",1298627,4629936
"A002","R051","02-03-00","05-25-11","20:00:00","REGULAR",1298879,4630553
"A002","R051","02-03-00","05-26-11","00:00:00","REGULAR",1298974,4630717
"A002","R051","02-03-00","05-26-11","04:00:00","REGULAR",1298980,4630724
"A002","R051","02-03-00","05-26-11","08:00:00","REGULAR",1298997,4630986
"A002","R051","02-03-00","05-26-11","12:00:00","REGULAR",1299049,4631815
"A002","R051","02-03-00","05-26-11","16:00:00","REGULAR",1299169,4632234
"A002","R051","02-03-00","05-26-11","20:00:00","REGULAR",1299449,4632821
"A002","R051","02-03-00","05-27-11","00:00:00","REGULAR",1299549,4632979
"A002","R051","02-03-00","05-27-11","04:00:00","REGULAR",1299561,4632996
"A002","R051","02-03-00","05-27-11","08:00:00","REGULAR",1299575,4633228
"A002","R051","02-03-00","05-27-11","12:00:00","REGULAR",1299624,4633955
"A002","R051","02-03-00","05-27-11","16:00:00","REGULAR",1299786,4634423
"A002","R051","02-03-00","05-27-11","20:00:00","REGULAR",1300006,4634898
"A002","R051","02-03-01","05-21-11","00:00:00","REGULAR",2870403,4424936
"A002","R051","02-03-01","05-21-11","04:00:00","REGULAR",2870438,4424975
"A002","R051","02-03-01","05-21-11","08:00:00","REGULAR",2870465,4425062
"A002","R051","02-03-01","05-21-11","12:00:00","REGULAR",2870582,4425359
"A002","R051","02-03-01","05-21-11","16:00:00","REGULAR",2870827,4425762
"A002","R051","02-03-01","05-21-11","20:00:00","REGULAR",2871088,4426224
"A002","R051","02-03-01","05-22-11","00:00:00","REGULAR",2871314,4426453
"A002","R051","02-03-01","05-22-11","04:00:00","REGULAR",2871384,4426499
"A002","R051","02-03-01","05-22-11","08:00:00","REGULAR",2871407,4426542
"A002","R051","02-03-01","05-22-11","12:00:00","REGULAR",2871498,4426772
"A002","R051","02-03-01","05-22-11","16:00:00","REGULAR",2871715,4427105
"A002","R051","02-03-01","05-22-11","20:00:00","REGULAR",2871934,4427458
"A002","R051","02-03-01","05-23-11","00:00:00","REGULAR",2872105,4427593
"A002","R051","02-03-01","05-23-11","04:00:00","REGULAR",2872114,4427610
"A002","R051","02-03-01","05-23-11","08:00:00","REGULAR",2872165,4427849
"A002","R051","02-03-01","05-23-11","12:00:00","REGULAR",2872345,4428625
"A002","R051","02-03-01","05-23-11","16:00:00","REGULAR",2872616,4429017
"A002","R051","02-03-01","05-23-11","20:00:00","REGULAR",2873168,4429544
"A002","R051","02-03-01","05-24-11","00:00:00","REGULAR",2873392,4429722
"A002","R051","02-03-01","05-24-11","04:00:00","REGULAR",2873400,4429735
"A002","R051","02-03-01","05-24-11","08:00:00","REGULAR",2873457,4430004
"A002","R051","02-03-01","05-24-11","12:00:00","REGULAR",2873615,4430774
"A002","R051","02-03-01","05-24-11","16:00:00","REGULAR",2873907,4431196
"A002","R051","02-03-01","05-24-11","20:00:00","REGULAR",2874537,4431698
"A002","R051","02-03-01","05-25-11","00:00:00","REGULAR",2874768,4431889
"A002","R051","02-03-01","05-25-11","04:00:00","REGULAR",2874791,4431905
"A002","R051","02-03-01","05-25-11","08:00:00","REGULAR",2874842,4432161
"A002","R051","02-03-01","05-25-11","12:00:00","REGULAR",2874985,4432931
"A002","R051","02-03-01","05-25-11","16:00:00","REGULAR",2875284,4433326
"A002","R051","02-03-01","05-25-11","20:00:00","REGULAR",2875895,4433894
"A002","R051","02-03-01","05-26-11","00:00:00","REGULAR",2876150,4434094
"A002","R051","02-03-01","05-26-11","04:00:00","REGULAR",2876182,4434115
"A002","R051","02-03-01","05-26-11","08:00:00","REGULAR",2876234,4434401
"A002","R051","02-03-01","05-26-11","12:00:00","REGULAR",2876386,4435208
"A002","R051","02-03-01","05-26-11","16:00:00","REGULAR",2876699,4435637
"A002","R051","02-03-01","05-26-11","20:00:00","REGULAR",2877308,4436213
"A002","R051","02-03-01","05-27-11","00:00:00","REGULAR",2877590,4436395
"A002","R051","02-03-01","05-27-11","04:00:00","REGULAR",2877616,4436416
"A002","R051","02-03-01","05-27-11","08:00:00","REGULAR",2877655,4436690
"A002","R051","02-03-01","05-27-11","12:00:00","REGULAR",2877818,4437366
"A002","R051","02-03-01","05-27-11","16:00:00","REGULAR",2878155,4437897
"A002","R051","02-03-01","05-27-11","20:00:00","REGULAR",2878647,4438371
"A002","R051","02-03-02","05-21-11","00:00:00","REGULAR",2641127,3618273
"A002","R051","02-03-02","05-21-11","04:00:00","REGULAR",2641181,3618312
"A002","R051","02-03-02","05-21-11","08:00:00","REGULAR",2641196,3618394
"A002","R051","02-03-02","05-21-11","12:00:00","REGULAR",2641307,3618665
"A002","R051","02-03-02","05-21-11","16:00:00","REGULAR",2641546,3618964
"A002","R051","02-03-02","05-21-11","20:00:00","REGULAR",2641857,3619319
"A002","R051","02-03-02","05-22-11","00:00:00","REGULAR",2642038,3619500
"A002","R051","02-03-02","05-22-11","04:00:00","REGULAR",2642078,3619549
"A002","R051","02-03-02","05-22-11","08:00:00","REGULAR",2642088,3619611
"A002","R051","02-03-02","05-22-11","12:00:00","REGULAR",2642166,3619803
"A002","R051","02-03-02","05-22-11","16:00:00","REGULAR",2642361,3620061
"A002","R051","02-03-02","05-22-11","20:00:00","REGULAR",2642600,3620326
"A002","R051","02-03-02","05-23-11","00:00:00","REGULAR",2642781,3620439
"A002","R051","02-03-02","05-23-11","04:00:00","REGULAR",2642796,3620463
"A002","R051","02-03-02","05-23-11","08:00:00","REGULAR",2642830,3620715
"A002","R051","02-03-02","05-23-11","12:00:00","REGULAR",2643019,3621392
"A002","R051","02-03-02","05-23-11","16:00:00","REGULAR",2643291,3621687
"A002","R051","02-03-02","05-23-11","20:00:00","REGULAR",2643834,3622146
"A002","R051","02-03-02","05-24-11","00:00:00","REGULAR",2644057,3622290
"A002","R051","02-03-02","05-24-11","04:00:00","REGULAR",2644067,3622309
"A002","R051","02-03-02","05-24-11","08:00:00","REGULAR",2644111,3622603
"A002","R051","02-03-02","05-24-11","12:00:00","REGULAR",2644297,3623289
"A002","R051","02-03-02","05-24-11","16:00:00","REGULAR",2644586,3623606
"A002","R051","02-03-02","05-24-11","20:00:00","REGULAR",2645197,3624023
"A002","R051","02-03-02","05-25-11","00:00:00","REGULAR",2645459,3624191
"A002","R051","02-03-02","05-25-11","04:00:00","REGULAR",2645483,3624203
"A002","R051","02-03-02","05-25-11","08:00:00","REGULAR",2645530,3624484
"A002","R051","02-03-02","05-25-11","12:00:00","REGULAR",2645706,3625203
"A002","R051","02-03-02","05-25-11","16:00:00","REGULAR",2646000,3625464
"A002","R051","02-03-02","05-25-11","20:00:00","REGULAR",2646596,3625880
"A002","R051","02-03-02","05-26-11","00:00:00","REGULAR",2646852,3626031
"A002","R051","02-03-02","05-26-11","04:00:00","REGULAR",2646875,3626041
"A002","R051","02-03-02","05-26-11","08:00:00","REGULAR",2646913,3626312
"A002","R051","02-03-02","05-26-11","12:00:00","REGULAR",2647112,3627011
"A002","R051","02-03-02","05-26-11","16:00:00","REGULAR",2647414,3627307
"A002","R051","02-03-02","05-26-11","20:00:00","REGULAR",2648038,3627685
"A002","R051","02-03-02","05-27-11","00:00:00","REGULAR",2648300,3627847
"A002","R051","02-03-02","05-27-11","04:00:00","REGULAR",2648332,3627867
"A002","R051","02-03-02","05-27-11","08:00:00","REGULAR",2648371,3628116
"A002","R051","02-03-02","05-27-11","12:00:00","REGULAR",2648545,3628764
"A002","R051","02-03-02","05-27-11","16:00:00","REGULAR",2648930,3629106
"A002","R051","02-03-02","05-27-11","20:00:00","REGULAR",2649440,3629451
"A002","R051","02-03-03","05-21-11","00:00:00","REGULAR",2343637,3067395
"A002","R051","02-03-03","05-21-11","04:00:00","REGULAR",2343662,3067410
"A002","R051","02-03-03","05-21-11","08:00:00","REGULAR",2343673,3067488
"A002","R051","02-03-03","05-21-11","12:00:00","REGULAR",2343741,3067726
"A002","R051","02-03-03","05-21-11","16:00:00","REGULAR",2343890,3067931
"A002","R051","02-03-03","05-21-11","20:00:00","REGULAR",2344127,3068119
"A002","R051","02-03-03","05-22-11","00:00:00","REGULAR",2344258,3068213
"A002","R051","02-03-03","05-22-11","04:00:00","REGULAR",2344297,3068234
"A002","R051","02-03-03","05-22-11","08:00:00","REGULAR",2344313,3068297
"A002","R051","02-03-03","05-22-11","12:00:00","REGULAR",2344355,3068474
"A002","R051","02-03-03","05-22-11","16:00:00","REGULAR",2344466,3068645
"A002","R051","02-03-03","05-22-11","20:00:00","REGULAR",2344637,3068807
"A002","R051","02-03-03","05-23-11","00:00:00","REGULAR",2344732,3068879
"A002","R051","02-03-03","05-23-11","04:00:00","REGULAR",2344740,3068887
"A002","R051","02-03-03","05-23-11","08:00:00","REGULAR",2344778,3069188
"A002","R051","02-03-03","05-23-11","12:00:00","REGULAR",2344938,3069812
"A002","R051","02-03-03","05-23-11","16:00:00","REGULAR",2345151,3070016
"A002","R051","02-03-03","05-23-11","20:00:00","REGULAR",2345698,3070356
"A002","R051","02-03-03","05-24-11","00:00:00","REGULAR",2345858,3070442
"A002","R051","02-03-03","05-24-11","04:00:00","REGULAR",2345865,3070452
"A002","R051","02-03-03","05-24-11","08:00:00","REGULAR",2345890,3070804
"A002","R051","02-03-03","05-24-11","12:00:00","REGULAR",2346071,3071394
"A002","R051","02-03-03","05-24-11","16:00:00","REGULAR",2346274,3071599
"A002","R051","02-03-03","05-24-11","20:00:00","REGULAR",2346843,3071907
"A002","R051","02-03-03","05-25-11","00:00:00","REGULAR",2346994,3072053
"A002","R051","02-03-03","05-25-11","04:00:00","REGULAR",2347005,3072063
"A002","R051","02-03-03","05-25-11","08:00:00","REGULAR",2347039,3072351
"A002","R051","02-03-03","05-25-11","12:00:00","REGULAR",2347213,3072979
"A002","R051","02-03-03","05-25-11","16:00:00","REGULAR",2347435,3073167
"A002","R051","02-03-03","05-25-11","20:00:00","REGULAR",2347999,3073420
"A002","R051","02-03-03","05-26-11","00:00:00","REGULAR",2348170,3073532
"A002","R051","02-03-03","05-26-11","04:00:00","REGULAR",2348180,3073538
"A002","R051","02-03-03","05-26-11","08:00:00","REGULAR",2348217,3073874
"A002","R051","02-03-03","05-26-11","12:00:00","REGULAR",2348395,3074503
"A002","R051","02-03-03","05-26-11","16:00:00","REGULAR",2348572,3074743
"A002","R051","02-03-03","05-26-11","20:00:00","REGULAR",2349119,3074991
"A002","R051","02-03-03","05-27-11","00:00:00","REGULAR",2349282,3075108
"A002","R051","02-03-03","05-27-11","04:00:00","REGULAR",2349298,3075121
"A002","R051","02-03-03","05-27-11","08:00:00","REGULAR",2349334,3075395
"A002","R051","02-03-03","05-27-11","12:00:00","REGULAR",2349468,3075970
"A002","R051","02-03-03","05-27-11","16:00:00","REGULAR",2349757,3076225
"A002","R051","02-03-03","05-27-11","20:00:00","REGULAR",2350181,3076426
"A002","R051","02-03-04","05-21-11","00:00:00","REGULAR",3061347,2005521
"A002","R051","02-03-04","05-21-11","04:00:00","REGULAR",3061389,2005530
"A002","R051","02-03-04","05-21-11","08:00:00","REGULAR",3061408,2005584
"A002","R051","02-03-04","05-21-11","12:00:00","REGULAR",3061531,2005699
"A002","R051","02-03-04","05-21-11","16:00:00","REGULAR",3061796,2005785
"A002","R051","02-03-04","05-21-11","20:00:00","REGULAR",3062096,2005857
"A002","R051","02-03-04","05-22-11","00:00:00","REGULAR",3062324,2005896
"A002","R051","02-03-04","05-22-11","04:00:00","REGULAR",3062374,2005910
"A002","R051","02-03-04","05-22-11","08:00:00","REGULAR",3062387,2005945
"A002","R051","02-03-04","05-22-11","12:00:00","REGULAR",3062484,2006049
"A002","R051","02-03-04","05-22-11","16:00:00","REGULAR",3062686,2006126
"A002","R051","02-03-04","05-22-11","20:00:00","REGULAR",3062948,2006197
"A002","R051","02-03-04","05-23-11","00:00:00","REGULAR",3063089,2006221
"A002","R051","02-03-04","05-23-11","04:00:00","REGULAR",3063098,2006227
"A002","R051","02-03-04","05-23-11","08:00:00","REGULAR",3063163,2006396
"A002","R051","02-03-04","05-23-11","12:00:00","REGULAR",3063443,2006711
"A002","R051","02-03-04","05-23-11","16:00:00","REGULAR",3063709,2006782
"A002","R051","02-03-04","05-23-11","20:00:00","REGULAR",3064370,2006903
"A002","R051","02-03-04","05-24-11","00:00:00","REGULAR",3064588,2006946
"A002","R051","02-03-04","05-24-11","04:00:00","REGULAR",3064604,2006955
"A002","R051","02-03-04","05-24-11","08:00:00","REGULAR",3064681,2007159
"A002","R051","02-03-04","05-24-11","12:00:00","REGULAR",3064994,2007456
"A002","R051","02-03-04","05-24-11","16:00:00","REGULAR",3065274,2007562
"A002","R051","02-03-04","05-24-11","20:00:00","REGULAR",3066027,2007689
"A002","R051","02-03-04","05-25-11","00:00:00","REGULAR",3066257,2007752
"A002","R051","02-03-04","05-25-11","04:00:00","REGULAR",3066272,2007757
"A002","R051","02-03-04","05-25-11","08:00:00","REGULAR",3066317,2007944
"A002","R051","02-03-04","05-25-11","12:00:00","REGULAR",3066625,2008219
"A002","R051","02-03-04","05-25-11","16:00:00","REGULAR",3066950,2008301
"A002","R051","02-03-04","05-25-11","20:00:00","REGULAR",3067617,2008409
"A002","R051","02-03-04","05-26-11","00:00:00","REGULAR",3067860,2008448
"A002","R051","02-03-04","05-26-11","04:00:00","REGULAR",3067874,2008450
"A002","R051","02-03-04","05-26-11","08:00:00","REGULAR",3067950,2008679
"A002","R051","02-03-04","05-26-11","12:00:00","REGULAR",3068246,2008953
"A002","R051","02-03-04","05-26-11","16:00:00","REGULAR",3068526,2009041
"A002","R051","02-03-04","05-26-11","20:00:00","REGULAR",3069206,2009135
"A002","R051","02-03-04","05-27-11","00:00:00","REGULAR",3069478,2009169
"A002","R051","02-03-04","05-27-11","04:00:00","REGULAR",3069499,2009174
"A002","R051","02-03-04","05-27-11","08:00:00","REGULAR",3069543,2009360
"A002","R051","02-03-04","05-27-11","12:00:00","REGULAR",3069775,2009634
"A002","R051","02-03-04","05-27-11","16:00:00","REGULAR",3070149,2009748
"A002","R051","02-03-04","05-27-11","20:00:00","REGULAR",3070766,2009834
"A002","R051","02-03-05","05-21-11","00:00:00","REGULAR",5122953,976390
"A002","R051","02-03-05","05-21-11","04:00:00","REGULAR",5123040,976392
"A002","R051","02-03-05","05-21-11","08:00:00","REGULAR",5123098,976401
"A002","R051","02-03-05","05-21-11","12:00:00","REGULAR",5123350,976430
"A002","R051","02-03-05","05-21-11","16:00:00","REGULAR",5123779,976444
"A002","R051","02-03-05","05-21-11","20:00:00","REGULAR",5124266,976465
"A002","R051","02-03-05","05-22-11","00:00:00","REGULAR",5124615,976475
"A002","R051","02-03-05","05-22-11","04:00:00","REGULAR",5124687,976482
"A002","R051","02-03-05","05-22-11","08:00:00","REGULAR",5124740,976486
"A002","R051","02-03-05","05-22-11","12:00:00","REGULAR",5124939,976512
"A002","R051","02-03-05","05-22-11","16:00:00","REGULAR",5125305,976530
"A002","R051","02-03-05","05-22-11","20:00:00","REGULAR",5125715,976547
"A002","R051","02-03-05","05-23-11","00:00:00","REGULAR",5126000,976554
"A002","R051","02-03-05","05-23-11","04:00:00","REGULAR",5126037,976554
"A002","R051","02-03-05","05-23-11","08:00:00","REGULAR",5126178,976615
"A002","R051","02-03-05","05-23-11","12:00:00","REGULAR",5126731,976700
"A002","R051","02-03-05","05-23-11","16:00:00","REGULAR",5127158,976723
"A002","R051","02-03-05","05-23-11","20:00:00","REGULAR",5128108,976744
"A002","R051","02-03-05","05-24-11","00:00:00","REGULAR",5128470,976757
"A002","R051","02-03-05","05-24-11","04:00:00","REGULAR",5128505,976758
"A002","R051","02-03-05","05-24-11","08:00:00","REGULAR",5128660,976826
"A002","R051","02-03-05","05-24-11","12:00:00","REGULAR",5129188,976883
"A002","R051","02-03-05","05-24-11","16:00:00","REGULAR",5129662,976908
"A002","R051","02-03-05","05-24-11","20:00:00","REGULAR",5130502,976933
"A002","R051","02-03-05","05-25-11","00:00:00","REGULAR",5130868,976952
"A002","R051","02-03-05","05-25-11","04:00:00","REGULAR",5130905,976952
"A002","R051","02-03-05","05-25-11","08:00:00","REGULAR",5131051,977005
"A002","R051","02-03-05","05-25-11","12:00:00","REGULAR",5131585,977050
"A002","R051","02-03-05","05-25-11","16:00:00","REGULAR",5132039,977078
"A002","R051","02-03-05","05-25-11","20:00:00","REGULAR",5132999,977103
"A002","R051","02-03-05","05-26-11","00:00:00","REGULAR",5133388,977115
"A002","R051","02-03-05","05-26-11","04:00:00","REGULAR",5133439,977116
"A002","R051","02-03-05","05-26-11","08:00:00","REGULAR",5133577,977169
"A002","R051","02-03-05","05-26-11","12:00:00","REGULAR",5134115,977225
"A002","R051","02-03-05","05-26-11","16:00:00","REGULAR",5134604,977242
"A002","R051","02-03-05","05-26-11","20:00:00","REGULAR",5135509,977271
"A002","R051","02-03-05","05-27-11","00:00:00","REGULAR",5135933,977286
"A002","R051","02-03-05","05-27-11","04:00:00","REGULAR",5135983,977286
"A002","R051","02-03-05","05-27-11","08:00:00","REGULAR",5136103,977336
"A002","R051","02-03-05","05-27-11","12:00:00","REGULAR",5136616,977395
"A002","R051","02-03-05","05-27-11","16:00:00","REGULAR",5137188,977422
"A002","R051","02-03-05","05-27-11","20:00:00","REGULAR",5137972,977432
"A002","R051","02-03-06","05-21-11","00:00:00","REGULAR",3892195,422604
"A002","R051","02-03-06","05-21-11","04:00:00","REGULAR",3892230,422604
"A002","R051","02-03-06","05-21-11","08:00:00","REGULAR",3892263,422606
"A002","R051","02-03-06","05-21-11","12:00:00","REGULAR",3892422,422611
"A002","R051","02-03-06","05-21-11","16:00:00","REGULAR",3892685,422617
"A002","R051","02-03-06","05-21-11","20:00:00","REGULAR",3893012,422628
"A002","R051","02-03-06","05-22-11","00:00:00","REGULAR",3893220,422633
"A002","R051","02-03-06","05-22-11","04:00:00","REGULAR",3893253,422635
"A002","R051","02-03-06","05-22-11","08:00:00","REGULAR",3893266,422636
"A002","R051","02-03-06","05-22-11","12:00:00","REGULAR",3893362,422637
"A002","R051","02-03-06","05-22-11","16:00:00","REGULAR",3893568,422645
"A002","R051","02-03-06","05-22-11","20:00:00","REGULAR",3893808,422650
"A002","R051","02-03-06","05-23-11","00:00:00","REGULAR",3893948,422650
"A002","R051","02-03-06","05-23-11","04:00:00","REGULAR",3893959,422650
"A002","R051","02-03-06","05-23-11","08:00:00","REGULAR",3894079,422653
"A002","R051","02-03-06","05-23-11","12:00:00","REGULAR",3894551,422658
"A002","R051","02-03-06","05-23-11","16:00:00","REGULAR",3894873,422659
"A002","R051","02-03-06","05-23-11","20:00:00","REGULAR",3895668,422666
"A002","R051","02-03-06","05-24-11","00:00:00","REGULAR",3895922,422667
"A002","R051","02-03-06","05-24-11","04:00:00","REGULAR",3895933,422667
"A002","R051","02-03-06","05-24-11","08:00:00","REGULAR",3896074,422672
"A002","R051","02-03-06","05-24-11","12:00:00","REGULAR",3896573,422684
"A002","R051","02-03-06","05-24-11","16:00:00","REGULAR",3896933,422689
"A002","R051","02-03-06","05-24-11","20:00:00","REGULAR",3897690,422702
